run_id,field_chunk,num_contracts_in_batch,contract_ids,batch_number,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost
1,all_fields,8,"MEDIWOUNDLTD_01_15_2014-EX-10.6-SUPPLY AGREEMENT__Document Name_0|SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules__Document Name_0|NmfSlfIInc_20200115_10-12GA_EX-10.5_11946987_EX-10.5_Trademark License Agreement__Document Name_0|KINGPHARMACEUTICALSINC_08_09_2006-EX-10.1-PROMOTION AGREEMENT__Document Name_0|KALLOINC_11_03_2011-EX-10.1-STRATEGIC ALLIANCE AGREEMENT__Document Name_0|BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT - First Amendment__Document Name_0|ExactSciencesCorp_20180822_8-K_EX-10.1_11331629_EX-10.1_Promotion Agreement__Document Name_0|GWG HOLDINGS, INC. - ORDERLY MARKETING AGREEMENT__Document Name_0",1,222.4348750114441,3.7947802543640137,125563,0,1958,125563,0,11963,11963,0.0,0.0,0.5576025,0.3781575,0.179445
1,all_fields,8,"DataCallTechnologies_20060918_SB-2A_EX-10.9_944510_EX-10.9_Content License Agreement__Document Name_0|NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement__Document Name_0|OAKTREECAPITALGROUP,LLC_03_02_2020-EX-10.8-Services Agreement__Document Name_0|VERSOTECHNOLOGIESINC_12_28_2007-EX-99.3-INTELLECTUAL PROPERTY AGREEMENT__Document Name_0|AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maintenance Agreement1__Document Name_0|RareElementResourcesLtd_20171019_SC 13D_EX-99.4_10897534_EX-99.4_Intellectual Property Agreement__Document Name_0|BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement__Document Name_0|BLUEHILLSBANCORP,INC_05_20_2014-EX-1.1-AGENCY AGREEMENT__Document Name_0",2,201.75178122520447,4.094579219818115,144376,0,1957,144376,0,11552,11552,0.0,0.0,0.60787575,0.43459575,0.17328
1,all_fields,8,"LifewayFoodsInc_20160316_10-K_EX-10.24_9489766_EX-10.24_Endorsement Agreement__Document Name_0|MOELIS_CO_03_24_2014-EX-10.19-STRATEGIC ALLIANCE AGREEMENT__Document Name_0|IOVANCEBIOTHERAPEUTICS,INC_08_03_2017-EX-10.1-STRATEGIC ALLIANCE AGREEMENT__Document Name_0|StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement__Document Name_0|PFSFUNDS_06_26_2020-EX-99.H OTH MAT CONT-SERVICES AGREEMENT__Document Name_0|WELLSFARGOMORTGAGEBACKEDSECURITIES2006-6TRUST_05_11_2006-EX-10.3-Yield Maintenance Agreement__Document Name_0|TodosMedicalLtd_20190328_20-F_EX-4.10_11587157_EX-4.10_Marketing Agreement_ Reseller Agreement__Document Name_0|NUVEEN - REMARKETING AGREEMENT__Document Name_0",3,206.08698415756226,2.7821314334869385,95362,0,1960,95362,0,11262,11262,0.0,0.0,0.456486,0.287556,0.16893
1,all_fields,8,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT__Document Name_0|PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement__Document Name_0|ImpresseCorp_20000322_S-1A_EX-10.11_5199234_EX-10.11_Co-Branding Agreement__Document Name_0|BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT (1)__Document Name_0|RangeResourcesLouisianaInc_20150417_8-K_EX-10.5_9045501_EX-10.5_Transportation Agreement__Document Name_0|MANAKOASERVICESCORP_11_21_2007-EX-7.5-STRATEGIC ALLIANCE AGREEMENT__Document Name_0|SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement3__Document Name_0|SENMIAOTECHNOLOGYLTD_02_19_2019-EX-10.5-Collaboration Agreement__Document Name_0,4,179.94641160964966,3.1271162033081055,87668,0,1960,87668,0,10192,10192,0.0,0.0,0.417354,0.264474,0.15288
1,all_fields,8,"WebmdHealthCorp_20050908_S-1A_EX-10.7_1027007_EX-10.7_Content License Agreement__Document Name_0|FLOTEKINDUSTRIESINCCN_05_09_2019-EX-10.1-SUPPLY AGREEMENT__Document Name_0|WARNERCHILCOTTPLC_12_31_2003-EX-4.36-DEVELOPMENT AGREEMENT__Document Name_0|EmmisCommunicationsCorp_20191125_8-K_EX-10.6_11906433_EX-10.6_Marketing Agreement__Document Name_0|VAXCYTE,INC_05_22_2020-EX-10.19-SUPPLY AGREEMENT__Document Name_0|ImperialGardenResortInc_20161028_DRS (on F-1)_EX-10.13_9963189_EX-10.13_Outsourcing Agreement__Document Name_0|HOSPITALITYINVESTORSTRUST,INC_04_07_2014-EX-10.26-FRANCHISE AGREEMENT__Document Name_0|EmeraldHealthBioceuticalsInc_20200218_1-A_EX1A-6 MAT CTRCT_11987205_EX1A-6 MAT CTRCT_Development Agreement__Document Name_0",5,197.54492855072021,2.2709248065948486,86171,0,1958,86171,0,10858,10858,0.0,0.0,0.4228515,0.2599815,0.16287
1,all_fields,8,"InnerscopeHearingTechnologiesInc_20181109_8-K_EX-10.6_11419704_EX-10.6_Distributor Agreement__Document Name_0|VERICELCORP_08_06_2019-EX-10.10-SUPPLY AGREEMENT__Document Name_0|Cerus Corporation - FIRST AMEND TO SUPPLY AND MANUFACTURING AGREEMENT__Document Name_0|VgrabCommunicationsInc_20200129_10-K_EX-10.33_11958828_EX-10.33_Development Agreement__Document Name_0|REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT__Document Name_0|KUBIENT,INC_07_02_2020-EX-10.14-MASTER SERVICES AGREEMENT_Part2__Document Name_0|DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT__Document Name_0|WOMENSGOLFUNLIMITEDINC_03_29_2000-EX-10.13-ENDORSEMENT AGREEMENT - Intellectual Property Rights                 Confidentiality and Non-Use Obligations Agreement__Document Name_0",6,149.9295654296875,1.9278252124786377,46481,0,1959,46481,0,8445,8445,0.0,0.0,0.26758725,0.14091225,0.126675
1,all_fields,8,LECLANCHÉ S.A. - JOINT DEVELOPMENT AND MARKETING AGREEMENT__Document Name_0|WPPPLC_04_30_2020-EX-4.28-SERVICE AGREEMENT__Document Name_0|GentechHoldingsInc_20190808_1-A_EX1A-6 MAT CTRCT_11776814_EX1A-6 MAT CTRCT_Distributor Agreement__Document Name_0|BloomEnergyCorp_20180321_DRSA (on S-1)_EX-10_11240356_EX-10_Maintenance Agreement__Document Name_0|MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT__Document Name_0|ULTRAGENYXPHARMACEUTICALINC_12_23_2013-EX-10.9-SUPPLY AGREEMENT__Document Name_0|RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement__Document Name_0|WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT__Document Name_0,7,168.04226064682007,2.7821760177612305,79665,0,1959,79665,0,9380,9380,0.0,0.0,0.38116425,0.24046425,0.1407
1,all_fields,8,"CcRealEstateIncomeFundadv_20181205_POS 8C_EX-99.(H)(3)_11447739_EX-99.(H)(3)_Marketing Agreement__Document Name_0|ZONDWINDSYSTEMPARTNERSLTDSERIES85-B_04_03_2006-EX-10-MANAGEMENT AND MAINTENANCE AGREEMENT__Document Name_0|BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing Agreement1__Document Name_0|NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT__Document Name_0|LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Document Name_0|SFGFINANCIALCORP_05_12_2009-EX-10.1-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT__Document Name_0|MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT__Document Name_0|CARDAX,INC_08_19_2014-EX-10.1-COLLABORATION AGREEMENT__Document Name_0",8,173.6893081665039,2.500019073486328,63306,0,1959,63306,0,9546,9546,0.0,0.0,0.33457725,0.19138725,0.14319
1,all_fields,8,"GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement4__Document Name_0|OLDAPIWIND-DOWNLTD_01_08_2016-EX-1.3-AGENCY AGREEMENT2__Document Name_0|MARSHALLHOLDINGSINTERNATIONAL,INC_04_14_2004-EX-10.15-ENDORSEMENT AGREEMENT__Document Name_0|FuseMedicalInc_20190321_10-K_EX-10.43_11575454_EX-10.43_Distributor Agreement__Document Name_0|BLACKSTONEGSOLONG-SHORTCREDITINCOMEFUND_05_11_2020-EX-99.(K)(1)-SERVICE AGREEMENT__Document Name_0|DOMINIADVISORTRUST_02_18_2005-EX-99.(H)(2)-SPONSORSHIP AGREEMENT__Document Name_0|MIDDLEBROOKPHARMACEUTICALS,INC_03_18_2010-EX-10.1-PROMOTION AGREEMENT__Document Name_0|WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT__Document Name_0",9,160.8598611354828,2.383204698562622,59266,0,1959,59266,0,9245,9245,0.0,0.0,0.31794225,0.17926725,0.138675
1,all_fields,8,"SOLUTIONSVENDINGINTERNATIONAL,INC_03_31_2020-EX1A-1 UNDR AGMT-SERVICES AGREEMENT__Document Name_0|VnueInc_20150914_8-K_EX-10.1_9259571_EX-10.1_Promotion Agreement__Document Name_0|ELECTRAMECCANICA VEHICLES CORP. - Manufacturing Agreement__Document Name_0|LejuHoldingsLtd_20140121_DRS (on F-1)_EX-10.26_8473102_EX-10.26_Content License Agreement1__Document Name_0|GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT__Document Name_0|MACROGENICSINC_08_02_2013-EX-10-COLLABORATION AGREEMENT__Document Name_0|VIOLINMEMORYINC_12_12_2012-EX-10.14-SPONSORSHIP AGREEMENT__Document Name_0|ArcaUsTreasuryFund_20200207_N-2_EX-99.K5_11971930_EX-99.K5_Development Agreement__Document Name_0",10,167.42556023597717,2.5099871158599854,89029,0,1958,89029,0,9805,9805,0.0,0.0,0.4156305,0.2685555,0.147075
